UUID,Type,Value,Created,Language
localize_statistics-411,translations,45914,1318460401,localize_glossary_languages_fr
localize_statistics-412,suggestions,6625,1318460401,localize_glossary_languages_fr
localize_statistics-413,contributors,290,1318546801,localize_glossary_languages_fr
localize_statistics-414,to_translate,311353,1318546801,localize_glossary_languages_fr
localize_statistics-415,translations,45988,1318546801,localize_glossary_languages_fr
localize_statistics-416,suggestions,6709,1318546801,localize_glossary_languages_fr
localize_statistics-417,contributors,290,1318633201,localize_glossary_languages_fr
localize_statistics-418,to_translate,311549,1318633201,localize_glossary_languages_fr
localize_statistics-419,translations,46085,1318633201,localize_glossary_languages_fr
localize_statistics-420,suggestions,6626,1318633201,localize_glossary_languages_fr
localize_statistics-421,contributors,290,1318719601,localize_glossary_languages_fr
localize_statistics-422,to_translate,311719,1318719601,localize_glossary_languages_fr
localize_statistics-423,translations,46211,1318719601,localize_glossary_languages_fr
localize_statistics-424,suggestions,6502,1318719601,localize_glossary_languages_fr
localize_statistics-425,contributors,291,1318806001,localize_glossary_languages_fr
localize_statistics-426,to_translate,311953,1318806001,localize_glossary_languages_fr
localize_statistics-427,translations,46386,1318806001,localize_glossary_languages_fr
localize_statistics-428,suggestions,6185,1318806001,localize_glossary_languages_fr
localize_statistics-429,contributors,291,1318892402,localize_glossary_languages_fr
localize_statistics-430,to_translate,312043,1318892402,localize_glossary_languages_fr
localize_statistics-431,translations,46469,1318892402,localize_glossary_languages_fr
localize_statistics-432,suggestions,6218,1318892402,localize_glossary_languages_fr
localize_statistics-433,contributors,291,1318978801,localize_glossary_languages_fr
localize_statistics-434,to_translate,312390,1318978801,localize_glossary_languages_fr
localize_statistics-435,translations,46517,1318978801,localize_glossary_languages_fr
localize_statistics-436,suggestions,6123,1318978801,localize_glossary_languages_fr
localize_statistics-437,contributors,291,1319065201,localize_glossary_languages_fr
localize_statistics-438,to_translate,312810,1319065201,localize_glossary_languages_fr
localize_statistics-439,translations,46767,1319065201,localize_glossary_languages_fr
localize_statistics-440,suggestions,5931,1319065201,localize_glossary_languages_fr
localize_statistics-441,contributors,291,1319151601,localize_glossary_languages_fr
localize_statistics-442,to_translate,313073,1319151601,localize_glossary_languages_fr
localize_statistics-443,translations,46846,1319151601,localize_glossary_languages_fr
localize_statistics-444,suggestions,5893,1319151601,localize_glossary_languages_fr
localize_statistics-445,contributors,291,1319238001,localize_glossary_languages_fr
localize_statistics-446,to_translate,313358,1319238001,localize_glossary_languages_fr
localize_statistics-447,translations,46899,1319238001,localize_glossary_languages_fr
localize_statistics-448,suggestions,5988,1319238001,localize_glossary_languages_fr
localize_statistics-449,contributors,295,1319324401,localize_glossary_languages_fr
localize_statistics-450,to_translate,313582,1319324401,localize_glossary_languages_fr
localize_statistics-451,translations,47065,1319324401,localize_glossary_languages_fr
localize_statistics-452,suggestions,5822,1319324401,localize_glossary_languages_fr
localize_statistics-453,contributors,295,1319410801,localize_glossary_languages_fr
localize_statistics-454,to_translate,313786,1319410801,localize_glossary_languages_fr
localize_statistics-455,translations,47084,1319410801,localize_glossary_languages_fr
localize_statistics-456,suggestions,5790,1319410801,localize_glossary_languages_fr
localize_statistics-457,contributors,298,1319497202,localize_glossary_languages_fr
localize_statistics-458,to_translate,314062,1319497202,localize_glossary_languages_fr
localize_statistics-459,translations,47240,1319497202,localize_glossary_languages_fr
localize_statistics-460,suggestions,5767,1319497202,localize_glossary_languages_fr
localize_statistics-461,contributors,298,1319583601,localize_glossary_languages_fr
localize_statistics-462,to_translate,314301,1319583601,localize_glossary_languages_fr
localize_statistics-463,translations,47286,1319583601,localize_glossary_languages_fr
localize_statistics-464,suggestions,5742,1319583601,localize_glossary_languages_fr
localize_statistics-465,contributors,298,1319670001,localize_glossary_languages_fr
localize_statistics-466,to_translate,314686,1319670001,localize_glossary_languages_fr
localize_statistics-467,translations,47326,1319670001,localize_glossary_languages_fr
localize_statistics-468,suggestions,5707,1319670001,localize_glossary_languages_fr
localize_statistics-469,contributors,298,1319756401,localize_glossary_languages_fr
localize_statistics-470,to_translate,314856,1319756401,localize_glossary_languages_fr
localize_statistics-471,translations,47326,1319756401,localize_glossary_languages_fr
localize_statistics-472,suggestions,5708,1319756401,localize_glossary_languages_fr
localize_statistics-473,contributors,298,1319842801,localize_glossary_languages_fr
localize_statistics-474,to_translate,315067,1319842801,localize_glossary_languages_fr
localize_statistics-475,translations,47656,1319842801,localize_glossary_languages_fr
localize_statistics-476,suggestions,5390,1319842801,localize_glossary_languages_fr
localize_statistics-477,contributors,298,1319929201,localize_glossary_languages_fr
localize_statistics-478,to_translate,315344,1319929201,localize_glossary_languages_fr
localize_statistics-479,translations,47793,1319929201,localize_glossary_languages_fr
localize_statistics-480,suggestions,5245,1319929201,localize_glossary_languages_fr
localize_statistics-481,contributors,299,1320015601,localize_glossary_languages_fr
localize_statistics-482,to_translate,315402,1320015601,localize_glossary_languages_fr
localize_statistics-483,translations,48254,1320015601,localize_glossary_languages_fr
localize_statistics-484,suggestions,4726,1320015601,localize_glossary_languages_fr
localize_statistics-485,contributors,299,1320102001,localize_glossary_languages_fr
localize_statistics-486,to_translate,315703,1320102001,localize_glossary_languages_fr
localize_statistics-487,translations,48393,1320102001,localize_glossary_languages_fr
localize_statistics-488,suggestions,4587,1320102001,localize_glossary_languages_fr
localize_statistics-489,contributors,299,1320188401,localize_glossary_languages_fr
localize_statistics-490,to_translate,315934,1320188401,localize_glossary_languages_fr
localize_statistics-491,translations,48393,1320188401,localize_glossary_languages_fr
localize_statistics-492,suggestions,4587,1320188401,localize_glossary_languages_fr
localize_statistics-493,contributors,299,1320274801,localize_glossary_languages_fr
localize_statistics-494,to_translate,316165,1320274801,localize_glossary_languages_fr
localize_statistics-495,translations,48483,1320274801,localize_glossary_languages_fr
localize_statistics-496,suggestions,4545,1320274801,localize_glossary_languages_fr
localize_statistics-497,contributors,299,1320361201,localize_glossary_languages_fr
localize_statistics-498,to_translate,316318,1320361201,localize_glossary_languages_fr
localize_statistics-499,translations,48549,1320361201,localize_glossary_languages_fr
localize_statistics-500,suggestions,4497,1320361201,localize_glossary_languages_fr
localize_statistics-501,contributors,299,1320447601,localize_glossary_languages_fr
localize_statistics-502,to_translate,316463,1320447601,localize_glossary_languages_fr
localize_statistics-503,translations,48559,1320447601,localize_glossary_languages_fr
localize_statistics-504,suggestions,4517,1320447601,localize_glossary_languages_fr
localize_statistics-505,contributors,299,1320534001,localize_glossary_languages_fr
localize_statistics-506,to_translate,316570,1320534001,localize_glossary_languages_fr
localize_statistics-507,translations,48621,1320534001,localize_glossary_languages_fr
localize_statistics-508,suggestions,4409,1320534001,localize_glossary_languages_fr
localize_statistics-509,contributors,299,1320620401,localize_glossary_languages_fr
localize_statistics-510,to_translate,316759,1320620401,localize_glossary_languages_fr
localize_statistics-511,translations,48621,1320620401,localize_glossary_languages_fr
localize_statistics-512,suggestions,4409,1320620401,localize_glossary_languages_fr
localize_statistics-513,contributors,299,1320706801,localize_glossary_languages_fr
localize_statistics-514,to_translate,316927,1320706801,localize_glossary_languages_fr
localize_statistics-515,translations,48702,1320706801,localize_glossary_languages_fr
localize_statistics-516,suggestions,4356,1320706801,localize_glossary_languages_fr
localize_statistics-517,contributors,299,1320793201,localize_glossary_languages_fr
localize_statistics-518,to_translate,317099,1320793201,localize_glossary_languages_fr
localize_statistics-519,translations,48744,1320793201,localize_glossary_languages_fr
localize_statistics-520,suggestions,4445,1320793201,localize_glossary_languages_fr
localize_statistics-521,contributors,303,1320879601,localize_glossary_languages_fr
localize_statistics-522,to_translate,317211,1320879601,localize_glossary_languages_fr
localize_statistics-523,translations,49112,1320879601,localize_glossary_languages_fr
localize_statistics-524,suggestions,4046,1320879601,localize_glossary_languages_fr
localize_statistics-525,contributors,303,1320966001,localize_glossary_languages_fr
localize_statistics-526,to_translate,317398,1320966001,localize_glossary_languages_fr
localize_statistics-527,translations,49210,1320966001,localize_glossary_languages_fr
localize_statistics-528,suggestions,3985,1320966001,localize_glossary_languages_fr
localize_statistics-529,contributors,308,1321052401,localize_glossary_languages_fr
localize_statistics-530,to_translate,317544,1321052401,localize_glossary_languages_fr
localize_statistics-531,translations,49804,1321052401,localize_glossary_languages_fr
localize_statistics-532,suggestions,4046,1321052401,localize_glossary_languages_fr
localize_statistics-533,contributors,308,1321138801,localize_glossary_languages_fr
localize_statistics-534,to_translate,317737,1321138801,localize_glossary_languages_fr
localize_statistics-535,translations,49949,1321138801,localize_glossary_languages_fr
